Name	Type	SQL
Для анализа формул топлива_Аня	0	SELECT [Станции(Схема)].NAME, [Станции(Схема)].YEAR, IIf([B]>0,[GAZ]/[B]*100,0) AS [%gaz], IIf([B]>0,[MAZUT]/[B]*100,0) AS [%maz], IIf([B]>0,[TORF]/[B]*100,0) AS [%torf], IIf([B]>0,[UGOL]/[B]*100,0) AS [%ugol], IIf([B]>0,[PROCH]/[B]*100,0) AS [%proch], [Формулы_топлива(Схема)].formtxt, Имена_областей.NAME AS obl, [Станции(Схема)].OES, [Станции(Схема)].numb1, [Станции(Схема)].NUMB1120 | FROM ([Станции(Схема)] INNER JOIN [Формулы_топлива(Схема)] ON ([Станции(Схема)].YEAR = [Формулы_топлива(Схема)]...
Для_Крыгиной	0	SELECT Имена_станций.NAME, [Станции(Схема)].YEAR, [Станции(Схема)].E, [Станции(Схема)].EWTP, [Станции(Схема)].EOTP, [Станции(Схема)].EURT, [Станции(Схема)].EUST, [Станции(Схема)].TUST, [Станции(Схема)].B, [Станции(Схема)].GAZ, [Станции(Схема)].MAZUT, [Станции(Схема)].TORF, [Станции(Схема)].PROCH, [Станции(Схема)].UGOL, [Станции(Схема)].DON, [Станции(Схема)].PODM, [Доп_угли(Схема)].vork, [Доп_угли(Схема)].int, [Станции(Схема)].KUZN, [Доп_угли(Схема)].sver, [Доп_угли(Схема)].chel, [Доп_угли(Схема)...
Для_Крыгиной(Сибирь)	0	SELECT Имена_станций.NAME, [Станции(анализ_и_прогноз)_гар].YEAR, [Станции(анализ_и_прогноз)_гар].E, [Станции(анализ_и_прогноз)_гар].EWTP, [Станции(анализ_и_прогноз)_гар].EOTP, [Станции(анализ_и_прогноз)_гар].EURT, [Станции(анализ_и_прогноз)_гар].EUST, [Станции(анализ_и_прогноз)_гар].TUST, [Станции(анализ_и_прогноз)_гар].B, [Станции(анализ_и_прогноз)_гар].GAZ, [Станции(анализ_и_прогноз)_гар].MAZUT, [Станции(анализ_и_прогноз)_гар].TORF, [Станции(анализ_и_прогноз)_гар].PROCH, [Станции(анализ_и_прог...
для_отчета	0	SELECT DISTINCTROW w.OES, First(имена_итогов_1.NAME) AS Name1, имена_итогов_1.NUMB1, w.v, w.YEAR, Sum(w.NUST) AS NUST, Sum(w.E) AS E, Sum(w.EOTP) AS EOTP, IIf([EOTP]>0,[EUST]/[EOTP]*1000,0) AS EURT, Sum(w.EUST) AS EUST, Sum(w.Q) AS Q, IIf([Q]>0,[TUST]/[Q]*1000,0) AS TURT, Sum(w.TUST) AS TUST, Sum(w.B) AS B, Sum(w.GAZ) AS GAZ, Sum(w.MAZUT) AS MAZUT, Sum(w.TORF) AS TORF, Sum(w.SLAN) AS SLAN, Sum(w.GTT) AS GTT, Sum(w.PROCH) AS PROCH, Sum(w.UGOL) AS UGOL, Sum(w.DON) AS DON, Sum(w.PODM) AS PODM, Sum(...
Для_Павловской	0	SELECT Имена_станций.NAME, [Станции(Схема)].NUMB1120, [Станции(Схема)].YEAR, [Станции(Схема)].E, [Станции(Схема)].EWTP, [Станции(Схема)].B, [Станции(Схема)].GAZ, [Станции(Схема)].MAZUT, [Станции(Схема)].GTT, [Станции(Схема)].TORF, [Станции(Схема)].PROCH, [Станции(Схема)].UGOL, [Станции(Схема)].DON, [Станции(Схема)].PODM, [Доп_угли(Схема)].int, [Доп_угли(Схема)].vork, [Станции(Схема)].KUZN, [Доп_угли(Схема)].sver, [Доп_угли(Схема)].chel, [Станции(Схема)].BASHK, [Станции(Схема)].EKIB, [Станции(Схе...
Для_Павловской_словарь	0	SELECT Имена_станций.NAME, [ОПЭС-ОТЭТ].ОПЭС, [ОПЭС-ОТЭТ].ОТЭТ, Имена_областей.NAME | FROM ([ОПЭС-ОТЭТ] RIGHT JOIN Имена_станций ON [ОПЭС-ОТЭТ].ОТЭТ = Имена_станций.NUMB) LEFT JOIN Имена_областей ON Имена_станций.OBL = Имена_областей.OBL | WHERE (((Имена_станций.MAIN)=0 Or (Имена_станций.MAIN) Is Null)) | ORDER BY Имена_станций.ordnumb; | 
Добавить_годы	0	SELECT Имена_станций.NAME, [Станции(Схема)].NUMB1120, Count([Станции(Схема)].YEAR) AS [Count-YEAR] | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | GROUP BY Имена_станций.NAME, [Станции(Схема)].NUMB1120 | HAVING (((Count([Станции(Схема)].YEAR))<15)); | 
Добавление агрегатов	64	INSERT INTO Списки_агрегатов | SELECT DISTINCTROW Списки_агрегатов1.* | FROM Списки_агрегатов1 | WHERE Списки_агрегатов1.OES IN (6); | 
Добавление в доп_угли (архив)	64	INSERT INTO [Доп_угли(архив)] | SELECT Доп_угли2017.* | FROM Доп_угли2017 INNER JOIN [Доп_угли(архив)] ON Доп_угли2017.NUMB1120 = [Доп_угли(архив)].NUMB1120; | 
Добавление в Станции(архив)_Аня	64	INSERT INTO [Станции(архив)] | SELECT Станции2017.* | FROM Станции2017 INNER JOIN [Станции(архив)] ON Станции2017.NUMB1120 = [Станции(архив)].numb1120; | 
Добавление записей в доп_угли(Схема)_Аня	64	INSERT INTO [Доп_угли(Схема)] | SELECT DISTINCTROW [Доп_угли2024].* | FROM Доп_угли2024; | 
Добавление записей в Станции(Схема)	64	INSERT INTO [Станции(Схема)] | SELECT * | FROM [Станции(Схема)1] | WHERE ((([Станции(Схема)1].OES)=4)); | 
Добавление записей в Удельные(Схема)_Аня	64	INSERT INTO [Удельные(Схема)] ( name, [year], snk, btp, sntp, Bk, y, numb1120 ) | SELECT DISTINCTROW Удельные2022.name, Удельные2022.Year, Удельные2022.snk, Удельные2022.btp, Удельные2022.sntp, Удельные2022.Bk, Удельные2022.y, Удельные2022.numb1120 | FROM Удельные2022 LEFT JOIN [Удельные(Схема)] ON Удельные2022.NUMB1120 = [Удельные(Схема)].numb1120; | 
Добавление отч формул топлива_Аня	64	INSERT INTO [Формулы_топлива(Схема)] | SELECT Формулы_топлива_отчёт.* | FROM Формулы_топлива_отчёт LEFT JOIN [Формулы_топлива(Схема)] ON (Формулы_топлива_отчёт.YEAR = [Формулы_топлива(Схема)].year) AND (Формулы_топлива_отчёт.numb1120 = [Формулы_топлива(Схема)].numb1120) | WHERE ((([Формулы_топлива_отчёт]![YEAR])=2024)); | 
Добавление удельных_Катя	64	INSERT INTO [Удельные(Схема)] ( [year], snk, btp, sntp, Bk, y, numb1120, numb1 ) | SELECT DISTINCTROW [Удельные(Схема)1].Year, [Удельные(Схема)1].snk, [Удельные(Схема)1].btp, [Удельные(Схема)1].sntp, [Удельные(Схема)1].Bk, [Удельные(Схема)1].y, [Удельные(Схема)1].numb1120, [Удельные(Схема)1].numb1 | FROM [Удельные(Схема)1] LEFT JOIN [Удельные(Схема)] ON [Удельные(Схема)1].NUMB1120 = [Удельные(Схема)].numb1120; | 
Добавление формул топлива в Формулы(схема)	64	INSERT INTO [Формулы_топлива(Схема)] ( NAME, [year], formtxt, NUMB1120 ) | SELECT s.NAME, s.year, s.formtxt, vb.NUMB1120 | FROM Формулы_топлива_отчёт AS s INNER JOIN vartobase AS vb ON s.NUMB1120 = vb.link | WHERE s.year = 2024; | 
Добавление формул_Аня	64	INSERT INTO [Формулы_топлива(Схема)] ( NAME, [year], formtxt, numb1120, numb1, v ) | SELECT DISTINCTROW [Формулы_топлива(Схема)1].NAME, [Формулы_топлива(Схема)1].Year, [Формулы_топлива(Схема)1].formtxt, [Формулы_топлива(Схема)1].numb1120, [Формулы_топлива(Схема)1].numb1, [Формулы_топлива(Схема)1].v | FROM [Формулы_топлива(Схема)1] LEFT JOIN [Формулы_топлива(Схема)] ON [Формулы_топлива(Схема)1].numb1120 = [Формулы_топлива(Схема)].numb1120; | 
Дозапись удельных	64	INSERT INTO Удельные2017 ( NAME, [YEAR], SNK, k, BTP, SNTP, Y, BK, NUMB1120 ) | SELECT [Удельные(Схема)].name, [Удельные(Схема)].year, [Удельные(Схема)].snk, [Удельные(Схема)].k, [Удельные(Схема)].btp, [Удельные(Схема)].sntp, [Удельные(Схема)].y, [Удельные(Схема)].Bk, [Удельные(Схема)].numb1120 | FROM [Удельные(Схема)] | WHERE ((([Удельные(Схема)].year)=2017)); | 
'Доп_угли2018' без подчиненных в 'Доп_угли(Схема)'	0	SELECT Доп_угли2018.NAME, Доп_угли2018.YEAR, Доп_угли2018.NUMB1120, Доп_угли2018.numb1 | FROM Доп_угли2018 LEFT JOIN [Доп_угли(Схема)] ON Доп_угли2018.NUMB1120 = [Доп_угли(Схема)].NUMB1120 | WHERE ((([Доп_угли(Схема)].NUMB1120) Is Null)); | 
Есть_2006	0	SELECT [Удельные(Схема)].name, [Удельные(Схема)].numb1120, [Удельные(Схема)].numb1, [Удельные(Схема)].year | FROM [Удельные(Схема)] | WHERE ((([Удельные(Схема)].year)=2018)); | 
Замена года в Удельные(Схема)	48	UPDATE [Удельные(Схема)] SET [year] = 2021 | WHERE [year] = 2020 AND [numb1120] NOT IN ( |     SELECT [numb1120] |     FROM [Удельные(Схема)] |     WHERE [year] = 2021 | ); | 
Замена года в Формулы_топлива	48	UPDATE [Формулы_топлива(Схема)] SET [year] = 2021 | WHERE [year] = 2020 AND [numb1120] NOT IN ( |     SELECT [numb1120] |     FROM [Формулы_топлива(Схема)] |     WHERE [year] = 2021 | ); | 
Замыкающая станция с имененм	0	SELECT [Замыкающие станции].*, [Цена топлива по группам обор].Cena_1_kVt, Имена_станций.форэм, Имена_станций.NAME | FROM Имена_станций INNER JOIN ([Замыкающие станции] INNER JOIN [Цена топлива по группам обор] ON ([Замыкающие станции].year = [Цена топлива по группам обор].Year) AND ([Замыкающие станции].numb = [Цена топлива по группам обор].NUMB1120)) ON Имена_станций.NUMB = [Замыкающие станции].numb | ORDER BY [Замыкающие станции].Year DESC , [Замыкающие станции].perid; | 
Запрос10	16	TRANSFORM Sum([Станции(Схема)].NUST) AS [Sum-NUST] | SELECT Имена_станций.NAME, [Станции(Схема)].numb1 | FROM [Станции(Схема)] INNER JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Станции(Схема)].YEAR)>2020) AND ((Имена_станций.Ведомство)=1) AND ((Имена_станций.MAIN) Is Null)) | GROUP BY Имена_станций.NAME, [Станции(Схема)].numb1, Имена_станций.Ведомство | ORDER BY [Станции(Схема)].numb1 | PIVOT [Станции(Схема)].Year; | 
Запрос12	0	SELECT Дефициты.year, Дефициты.obl, Дефициты.РЭУ, Дефициты.Eпотр, Электропотребление_и_др.EP | FROM Дефициты INNER JOIN Электропотребление_и_др ON (Дефициты.year = Электропотребление_и_др.GOD) AND (Дефициты.obl = Электропотребление_и_др.OBL); | 
Запрос13	64	INSERT INTO [Станции(Схема)] ( NAME, [YEAR], NUST, NR, E, EOTP, EURT, EUST, Q, TURT, TUST, B, GAZ, MAZUT, TORF, SLAN, PROCH, UGOL, DON, PODM, PECH, ALT, KUZN, URAL, BASHK, KAN, TUNG, IRKUT, HAK, TUV, BUR, CHIT, URG, PRIM, MAG, SAH, KAMCH, USHUM, TAL, QOTR, SNK, EWTP, NT, NTsum, OBOR, H, HFIX, VED, вед, OBL, DEP, OES, ER, NUMB1120, numb1, v, BE, GK ) | SELECT [Станции(Схема)].NAME, [Станции(Схема)].Year, [Станции(Схема)].NUST, [Станции(Схема)].NR, [Станции(Схема)].E, [Станции(Схема)].EOTP, [Станц...
Запрос14	0	SELECT Имена_станций.NAME, [Формулы_топлива(Схема)].numb1120 | FROM ([Станции(Схема)] LEFT JOIN [Формулы_топлива(Схема)] ON [Станции(Схема)].NUMB1120 = [Формулы_топлива(Схема)].numb1120) LEFT JOIN Имена_станций ON [Станции(Схема)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Формулы_топлива(Схема)].numb1120) Is Null)); | 
Запрос15	0	SELECT Станции2010.NAME, [Станции(Схема)].NAME, [Станции(Схема)].YEAR, Имена_ОЭС.nameoes, [Станции(Схема)].NUMB1120 | FROM ([Станции(Схема)] INNER JOIN Станции2010 ON [Станции(Схема)].NUMB1120 = Станции2010.NUMB1120) INNER JOIN Имена_ОЭС ON [Станции(Схема)].OES = Имена_ОЭС.oes | WHERE ((([Станции(Схема)].YEAR)=2009)); | 
Запрос16	0	SELECT Имена_станций.NAME, [Доп_угли(архив)].YEAR | FROM [Доп_угли(архив)] INNER JOIN Имена_станций ON [Доп_угли(архив)].NUMB1120 = Имена_станций.NUMB | WHERE ((([Доп_угли(архив)].YEAR)=2009)); | 
Запрос17	0	SELECT Имена_станций.NAME, [Станции(архив)].year | FROM Имена_станций INNER JOIN [Станции(архив)] ON Имена_станций.NUMB = [Станции(архив)].numb1120 | WHERE ((([Станции(архив)].year)=2009)); | 
Запрос18	0	SELECT [Станции(архив)].numb1120, Станции2010.NUMB1120, Станции2010.NAME | FROM [Станции(архив)] RIGHT JOIN Станции2010 ON [Станции(архив)].numb1120 = Станции2010.NUMB1120; | 
Запрос19	64	INSERT INTO [рабочая станции(архив)] | SELECT [Станции(архив)].* | FROM [Станции(архив)]; | 
Запрос2	0	SELECT [Станции(Сибирь_Урал)].NUMB1120, [Станции(Сибирь_Урал)].OBOR | FROM [Станции(Сибирь_Урал)] | GROUP BY [Станции(Сибирь_Урал)].NUMB1120, [Станции(Сибирь_Урал)].OBOR; | 
Запрос3	0	SELECT Max([Станции(Схема)].NAME) AS [Max-NAME], [Станции(Схема)].NUMB1120, [Станции(Схема)].OBOR | FROM [Станции(Схема)] | GROUP BY [Станции(Схема)].NUMB1120, [Станции(Схема)].OBOR; | 
Запрос4	0	SELECT Max(Запрос3.[Max-NAME]) AS [Max-Max-NAME], Запрос3.NUMB1120, Count(Запрос3.OBOR) AS [Count-OBOR] | FROM Запрос3 | GROUP BY Запрос3.NUMB1120 | HAVING (((Count(Запрос3.OBOR))>1)); | 
Запрос5	64	INSERT INTO [Параметры-распределения] ( name, [year], filter, e, kplus, kmin, k, bkl, wname, uname, toplname, dopname, byear, kn, numb ) | SELECT [Параметры-распределения].name, 2011 AS [year], [Параметры-распределения].filter, [Параметры-распределения].e, [Параметры-распределения].kplus, [Параметры-распределения].kmin, [Параметры-распределения].k, [Параметры-распределения].bkl, [Параметры-распределения].wname, [Параметры-распределения].uname, [Параметры-распределения].toplname, [Параметры-распр...
Запрос50	0	SELECT Удельные2015.NAME, Удельные2015.YEAR, Удельные2015.k, Удельные2015.Y, Удельные2015.BTP, Удельные2015.SNTP, Удельные2015.BK, Удельные2015.SNK, Удельные2015.NUMB1120 | FROM Удельные2015 | ORDER BY Удельные2015.NAME; | 
Запрос6	0	SELECT [Станции(Схема)].NAME, [Станции(Схема)].NUST | FROM [Станции(Схема)] LEFT JOIN [Удельные(Схема)] ON ([Станции(Схема)].NUMB1120 = [Удельные(Схема)].numb1120) AND ([Станции(Схема)].YEAR = [Удельные(Схема)].year) | WHERE ((([Станции(Схема)].NUST)>0) AND (([Станции(Схема)].YEAR)=2004) AND (([Удельные(Схема)].numb1120) Is Null) AND (([Станции(Схема)].VED)>0)) | ORDER BY [Станции(Схема)].numb1; | 
